,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
5658,WBGene00029577,153,145,121,140,0.3385246054180573,0.05062607306996814
5659,WBGene00029578,36,36,18,9,1.0,2.0
5660,WBGene00029579,344,213,287,194,0.26135782802641006,0.13479677803871068
5661,WBGene00029580,8,4,6,2,0.41503749927884376,1.0
5662,WBGene00029582,2122,484,3211,611,-0.5975980088110051,-0.33616533254413494
5663,WBGene00029583,6,5,8,9,-0.4150374992788438,-0.84799690655495
5664,WBGene00029584,493,98,451,175,0.12846021312253045,-0.8365012677171204
5665,WBGene00029585,22,10,48,12,-1.125530882083859,-0.2630344058337938
5666,WBGene00029586,248,125,202,71,0.29598482763508044,0.8160371651574051
5668,WBGene00029588,522,326,498,272,0.06790406450180346,0.2612653129807381
5669,WBGene00029589,169,116,190,173,-0.16897617204876353,-0.5766472325091525
5670,WBGene00029590,414,79,369,101,0.16600995143892933,-0.35443073457469176
5671,WBGene00029591,127,336,127,490,0.0,-0.5443205162238103
5672,WBGene00029592,46,9,52,7,-0.17687776208407935,0.36257007938470837
5673,WBGene00029593,302,220,306,246,-0.018983103367572796,-0.1611547918145803
5674,WBGene00029594,103,30,129,42,-0.3247267282400358,-0.4854268271702417
5675,WBGene00029595,112,68,83,58,0.43231549071067926,0.22948184612276717
5676,WBGene00029596,38,23,78,24,-1.0374747054186628,-0.061400544664143256
5677,WBGene00029597,215,106,303,128,-0.4949811338834906,-0.2720795454368008
5679,WBGene00029599,111,76,137,82,-0.3036162166104207,-0.10962449117449813
5680,WBGene00029600,118,139,97,133,0.2827302071747135,0.06365863722231797
5681,WBGene00029601,16,2,19,8,-0.24792751344358557,-2.0
5682,WBGene00029602,25,6,34,11,-0.4436066514756146,-0.8744691179161412
5683,WBGene00029603,821,550,299,249,1.4572367375797,1.143285876343941
5684,WBGene00029604,67,1,107,2,-0.6753777959433747,-1.0
5685,WBGene00029605,8,5,4,1,1.0,2.321928094887362
5686,WBGene00029606,116,14,102,15,0.18555565315607647,-0.0995356735509144
5687,WBGene00029607,79,19,53,36,0.5758602936139037,-0.9219974879987268
5688,WBGene00029609,17,11,24,17,-0.4974996594708167,-0.6280312226130421
5689,WBGene00029611,2,6,2,2,0.0,1.584962500721156
5690,WBGene00029612,9,18,34,23,-1.917537839808027,-0.35363695461470046
5691,WBGene00029613,173,301,208,254,-0.2658114905043675,0.24493498998753607
5692,WBGene00029614,1862,859,2014,939,-0.11321061044799094,-0.12846702651531092
5693,WBGene00029615,99,10,53,15,0.9014361655164105,-0.5849625007211563
5694,WBGene00029616,1,2,1,1,0.0,1.0
5695,WBGene00029617,57,61,110,71,-0.9484696993599179,-0.21900978194179585
5696,WBGene00029618,25,12,32,13,-0.3561438102252753,-0.1154772174199359
5697,WBGene00029619,80,81,84,26,-0.07038932789139803,1.6394102847435326
5698,WBGene00029620,197,136,239,170,-0.2788149885243723,-0.3219280948873623
5699,WBGene00029621,10,1,11,2,-0.13750352374993496,-1.0
5700,WBGene00029622,5,1,17,21,-1.765534746362977,-4.392317422778761
5701,WBGene00029623,121,38,137,64,-0.17916884568593217,-0.7520724865564145
5702,WBGene00029624,450,231,414,199,0.12029423371771175,0.21512442087240874
5703,WBGene00029625,39,8,29,13,0.4274212237346762,-0.7004397181410921
5704,WBGene00029626,10,9,15,9,-0.5849625007211563,0.0
5705,WBGene00029627,217,219,200,246,0.11769504266975457,-0.16772744573806644
5707,WBGene00029629,828,614,903,671,-0.12509521998153297,-0.1280741108300042
5708,WBGene00029630,220,160,233,139,-0.08282643112962065,0.20298702216385486
5709,WBGene00029631,267,237,340,249,-0.34869500445014784,-0.0712586831698219
5711,WBGene00029633,7,2,17,1,-1.2801079191927354,1.0
5712,WBGene00029634,630,280,551,309,0.19329950981612118,-0.1421800109594081
5713,WBGene00029635,4,12,6,1,-0.5849625007211563,3.584962500721156
5714,WBGene00029636,10,3,13,7,-0.3785116232537297,-1.222392421336448
5715,WBGene00029637,17,9,7,1,1.2801079191927351,3.169925001442312
5716,WBGene00029638,4,11,7,6,-0.8073549220576042,0.874469117916141
5717,WBGene00029639,205,126,209,157,-0.027879032575436693,-0.31734082539171043
5718,WBGene00029640,32,18,47,29,-0.5545888516776374,-0.6880559936852597
5719,WBGene00029641,13,4,26,6,-1.0,-0.5849625007211563
5720,WBGene00029642,369,100,409,128,-0.14848002688135278,-0.3561438102252753
5721,WBGene00029643,295,129,106,36,1.4766506896860045,1.8413022539809418
5722,WBGene00029644,485,330,410,371,0.24236083756904392,-0.16895316237498756
5723,WBGene00029645,5056,2109,3831,1661,0.40027543775322305,0.3445070218313152
5724,WBGene00029646,25,11,64,41,-1.3561438102252754,-1.8981203859807863
5725,WBGene00029647,459,261,551,270,-0.26355816515734964,-0.0489096004809464
5726,WBGene00029648,4,1,7,2,-0.8073549220576042,-1.0
5727,WBGene00029649,17,1,31,6,-0.8667334691365359,-2.584962500721156
5728,WBGene00029650,9,7,33,7,-1.8744691179161412,0.0
5729,WBGene00029651,2,1,2,1,0.0,0.0
5730,WBGene00029652,1,3,1,1,0.0,1.584962500721156
5731,WBGene00029653,804,395,719,335,0.16120373073963068,0.2376915577193306
5732,WBGene00029654,122,406,125,557,-0.035046947099200795,-0.4561976001548555
5733,WBGene00029655,388,171,315,261,0.3007048237998489,-0.6100534816839867
5734,WBGene00029656,60,40,83,71,-0.4681488357384062,-0.8278190246173196
5735,WBGene00029657,64,27,67,30,-0.06608919045777246,-0.15200309344504995
5736,WBGene00029658,76,35,64,43,0.2479275134435855,-0.2969817377571315
5738,WBGene00029660,22,12,32,13,-0.5405683813627028,-0.1154772174199359
5739,WBGene00029661,5,1,3,1,0.7369655941662062,0.0
5740,WBGene00029662,1,1,1,1,0.0,0.0
5741,WBGene00029663,51,24,72,24,-0.4974996594708167,0.0
5742,WBGene00029664,3679,974,2780,629,0.4042287933621046,0.6308617552030529
5744,WBGene00029666,182,162,173,134,0.07316641256197168,0.27376081242685224
5745,WBGene00029667,64,13,63,9,0.02272007650008345,0.5305147166987798
5746,WBGene00029668,506,397,481,410,0.07310049092426811,-0.0464849023624883
5747,WBGene00029669,199,105,232,130,-0.22135637458392335,-0.3081222953623318
5748,WBGene00029670,18,13,30,10,-0.7369655941662062,0.37851162325372983
5749,WBGene00029672,52,23,34,22,0.6129768768907526,0.06413033741971556
5750,WBGene00029673,7,15,8,1,-0.19264507794239588,3.9068905956085187
5751,WBGene00029674,23,6,5,4,2.2016338611696504,0.5849625007211562
5752,WBGene00029675,841,618,839,408,0.0034349898153209955,0.5990376859328789
5753,WBGene00029676,381,241,340,185,0.1642562513556203,0.3815078757136495
5754,WBGene00029677,1267,856,1862,1431,-0.5554365484179843,-0.7413409703255207
5755,WBGene00029678,804,594,807,602,-0.005373172098851729,-0.019300555958936212
5756,WBGene00029679,122,88,190,66,-0.6391182707680616,0.41503749927884376
5757,WBGene00029680,68,72,62,69,0.1332665308634641,0.06140054466414327
5758,WBGene00029681,196,128,173,103,0.1800816164784837,0.3134994728167815
5759,WBGene00029682,119,135,128,144,-0.10518223669205648,-0.09310940439148147
5760,WBGene00029683,298,98,268,91,0.1530793300043891,0.10691520391651188
5761,WBGene00029684,374,383,403,201,-0.10774156864033073,0.9301488907460286
5762,WBGene00029685,192,147,192,173,0.0,-0.2349558828003603
5763,WBGene00029686,617,441,447,275,0.4649956579661001,0.6813470371454985
5764,WBGene00029687,5,5,11,6,-1.137503523749935,-0.2630344058337938
5765,WBGene00029688,274,727,72,168,1.9281070815182142,2.113494131140834
5766,WBGene00029689,51,28,68,34,-0.4150374992788438,-0.28010791919273537
5767,WBGene00029690,322,59,123,58,1.388402372775377,0.02466205423426903
5769,WBGene00029692,66,21,5,2,3.722466024471091,3.3923174227787602
5770,WBGene00029693,136,28,41,20,1.7299108366322558,0.48542682717024166
5771,WBGene00029694,71,50,56,41,0.3423921974470779,0.28630418515664097
5774,WBGene00029697,1,6,4,1,-2.0,2.584962500721156
5775,WBGene00029699,60,25,36,18,0.7369655941662062,0.47393118833241227
5776,WBGene00029700,127,68,73,41,0.7988601278921487,0.7299108366322556
5777,WBGene00029701,109,118,6,5,4.18322182405577,4.560714954474479
5778,WBGene00029702,108,48,9,6,3.584962500721156,3.0
5780,WBGene00029704,29,59,2,10,3.8579809951275723,2.560714954474479
5781,WBGene00029705,9,2,1,3,3.169925001442312,-0.5849625007211563
5782,WBGene00029706,23,6,18,2,0.3536369546147004,1.584962500721156
5784,WBGene00029709,140,100,4,7,5.129283016944966,3.8365012677171206
5785,WBGene00029710,439,305,160,104,1.4561490346479957,1.5522257143091565
5786,WBGene00029711,5225,1814,353,168,3.887690948584427,3.4326413177497623
5787,WBGene00029712,2,1,8,3,-2.0,-1.5849625007211563
5788,WBGene00029713,8,10,4,2,1.0,2.321928094887362
5793,WBGene00029718,328,235,45,49,2.865698908288409,2.2618071024497914
5794,WBGene00029719,178,25,75,21,1.246914740470517,0.2515387669959644
5795,WBGene00029720,450,187,77,49,2.546994650522136,1.9321846157724285
5796,WBGene00029721,2,1,11,3,-2.4594316186372973,-1.5849625007211563
5797,WBGene00029722,26,41,1,5,4.700439718141092,3.035623909730721
5798,WBGene00029723,383,177,242,121,0.6623373446503625,0.5487423128084029
5799,WBGene00029724,16,1,8,1,1.0,0.0
5800,WBGene00029725,1,2,1,1,0.0,1.0
5801,WBGene00029726,21,27,17,11,0.30485458152842093,1.2954558835261714
5802,WBGene00029727,841,433,91,39,3.208167350056448,3.4728209958644767
5804,WBGene00029729,35,22,5,3,2.807354922057604,2.8744691179161412
5805,WBGene00029730,198,91,95,64,1.0595010117486616,0.5077946401986962
5807,WBGene00029732,4,1,3,1,0.41503749927884376,0.0
5809,WBGene00029735,17,36,6,34,1.5025003405291832,0.08246216019197297
5810,WBGene00029736,1,2,2,2,-1.0,0.0
5811,WBGene00029737,4,1,2,1,1.0,0.0
5813,WBGene00029739,1,3,1,2,0.0,0.5849625007211562
5822,WBGene00029748,12,5,1,1,3.584962500721156,2.321928094887362
5832,WBGene00029758,18,8,12,7,0.5849625007211562,0.19264507794239583
5834,WBGene00029760,1,2,1,1,0.0,1.0
5835,WBGene00029761,479,565,186,218,1.364723034628149,1.3739227325256236
5836,WBGene00029762,1,3,1,1,0.0,1.584962500721156
5840,WBGene00029766,14,1,2,1,2.807354922057604,0.0
5847,WBGene00029773,27,41,1,3,4.754887502163468,3.7725895038969273
5850,WBGene00029776,46,9,18,11,1.3536369546147005,-0.2895066171949848
5851,WBGene00029777,87,22,18,10,2.273018494406416,1.1375035237499351
5852,WBGene00029778,1193,1485,484,554,1.3015150904206336,1.4225050496389398
5855,WBGene00029781,7,3,5,1,0.48542682717024166,1.584962500721156
5860,WBGene00029787,13,4,1,1,3.700439718141092,2.0
5861,WBGene00029788,17,16,8,9,1.0874628412503393,0.8300749985576875
5862,WBGene00029790,90,42,28,4,1.6844981742720706,3.3923174227787602
5863,WBGene00029791,59,65,15,11,1.9757524537533226,2.562936194391157
5864,WBGene00029792,979,799,809,721,0.27516915717371737,0.14819624368715423
5865,WBGene00029793,1620,1525,171,163,3.243925582886089,3.2258653731065334
5866,WBGene00029794,98,20,98,177,0.0,-3.145677455195635
5867,WBGene00029795,15,69,47,87,-1.6476982560691187,-0.3344190390705592
5868,WBGene00029796,13,8,6,7,1.1154772174199359,0.19264507794239583
5869,WBGene00029797,357,370,136,137,1.3923174227787602,1.4333493775557855
5870,WBGene00029798,12,18,1,1,3.584962500721156,4.169925001442312
5871,WBGene00029799,1191,1387,337,508,1.8213529166822555,1.4490673855514369
5872,WBGene00029800,1242,1283,717,830,0.7926201495185766,0.6283379288553955
5874,WBGene00029802,302,55,45,10,2.746551642995404,2.4594316186372973
5875,WBGene00029804,6897,7182,3044,3183,1.1800006079357908,1.1739984960287373
5876,WBGene00029805,1,2,1,1,0.0,1.0
5878,WBGene00029807,3,4,71,35,-4.564784618783526,-3.1292830169449664
5879,WBGene00029808,258,240,149,166,0.7920587349610925,0.5318511642615937
5880,WBGene00029809,207,200,182,219,0.1856923173006289,-0.1309308698264488
5881,WBGene00029811,498,582,467,577,0.0927231923584191,0.012447834262801275
5882,WBGene00029812,466,524,269,296,0.7927237820976561,0.8239696359085004
5883,WBGene00029813,705,718,450,422,0.6476982560691188,0.7667408451158662
5884,WBGene00029814,160,82,9,10,4.1520030934450505,3.035623909730721
5885,WBGene00029815,4,1,2,3,1.0,-1.5849625007211563
5886,WBGene00029816,202,75,55,51,1.8768517692271351,0.5563933485243854
5887,WBGene00029817,19,6,1,2,4.247927513443585,1.584962500721156
5890,WBGene00029820,1,1,31,740,-4.954196310386875,-9.531381460516313
5891,WBGene00029821,409,287,380,292,0.10610142461080085,-0.024917632204329368
5892,WBGene00029822,2105,1375,1614,1041,0.38317965467597803,0.4014615499999672
5893,WBGene00029823,354,78,1,1,8.467605550082997,6.285402218862249
5894,WBGene00029824,1330,1526,221,244,2.5893079709971203,2.6448019092716444
5895,WBGene00029825,2392,3009,2338,2799,0.03294245966644885,0.10437261976042193
5896,WBGene00029826,5,6,992,1132,-7.632268215499513,-7.559695742110726
5897,WBGene00029827,657,590,257,214,1.3541250111284513,1.4631041578480568
5898,WBGene00029828,2,6,17,3,-3.0874628412503395,1.0
5900,WBGene00029830,2024,859,559,303,1.85628910185112,1.5033403376655126
5901,WBGene00029831,1470,639,555,272,1.4052564784862585,1.2322092796966548
5903,WBGene00029833,125,46,248,69,-0.9884120257247881,-0.5849625007211563
5904,WBGene00029834,437,160,205,53,1.0920093699951523,1.5940076403241632
5907,WBGene00029838,1053,1172,307,308,1.7781948756555377,1.9279703137273465
5908,WBGene00029839,842,820,411,405,1.034681839384713,1.017702001733459
5909,WBGene00029840,649,484,261,197,1.3141686714292542,1.2968114178182182
5910,WBGene00029841,174,145,228,157,-0.3899465183160133,-0.11471165887669252
5911,WBGene00029842,907,1015,832,1056,0.12451902238743037,-0.057130107285914854
5912,WBGene00029843,729,570,544,457,0.4223121630765977,0.3187677539940344
5917,WBGene00029848,1211,1655,1033,1424,0.22935861082926917,0.2168820707281824
5918,WBGene00029849,623,305,7,2,6.475733430966398,7.252665432450248
5919,WBGene00029850,334,167,31,38,3.429507982087177,2.1357767790304667
5920,WBGene00029851,11,2,3,1,1.874469117916141,1.0
5921,WBGene00029852,1372,1079,335,305,2.0340474808276774,1.8228137170377683
5922,WBGene00029853,1887,1672,1358,1182,0.4746109433557135,0.5003448119033502
5923,WBGene00029854,199,98,61,15,1.7058872829807625,2.7078192485066896
5925,WBGene00029856,2342,2241,1730,1895,0.43696903797712805,0.24194480045193925
5926,WBGene00029857,149,62,324,66,-1.1206814824224631,-0.09019780897157814
5927,WBGene00029858,601,306,414,257,0.5377342232118603,0.25176329349877363
5928,WBGene00029859,2,1,1,2,1.0,-1.0
5931,WBGene00029862,7514,8337,7008,10059,0.1005783410405976,-0.27088664859322237
5932,WBGene00029863,21,20,23,17,-0.13124453327825267,0.23446525363702297
5933,WBGene00029864,1256,960,1249,1086,0.008062987283669804,-0.17791779219584308
5934,WBGene00029865,18,4,1,1,4.169925001442312,2.0
5935,WBGene00029866,8,7,1,1,3.0,2.807354922057604
5936,WBGene00029867,526,250,547,364,-0.05647803350025421,-0.5420103555366093
5938,WBGene00029869,14,7,5,2,1.4854268271702418,1.8073549220576042
5939,WBGene00029871,9,1,2,2,2.169925001442312,-1.0
5940,WBGene00029872,3,3,2,4,0.5849625007211562,-0.4150374992788438
5941,WBGene00029873,1,1,2,1,-1.0,0.0
5942,WBGene00029874,3,1,1,1,1.584962500721156,0.0
5943,WBGene00029875,545,535,497,555,0.1330103781020025,-0.052948879948958964
5949,WBGene00029881,77,16,23,20,1.7432245846378887,-0.3219280948873623
5950,WBGene00029882,656,552,198,181,1.728195384538474,1.6086785696949637
5953,WBGene00029885,256,187,223,157,0.19910010007969525,0.2522737109960096
5954,WBGene00029886,956,773,869,696,0.13765444116634828,0.15138110807611907
5955,WBGene00029887,438,511,406,466,0.10945114241599706,0.13299333628334117
5956,WBGene00029888,869,1139,1039,1114,-0.2577675720898115,0.03201851436807997
5957,WBGene00029889,619,560,562,566,0.13936927899333848,-0.015375225886915813
5958,WBGene00029890,384,222,297,170,0.3706433799203905,0.38502493021240425
5959,WBGene00029891,774,797,586,564,0.40143290172216256,0.4988845615916781
5960,WBGene00029892,519,512,287,234,0.854683801682193,1.1296352804165957
5961,WBGene00029893,1319,1023,651,398,1.0187151160859091,1.3619658092016798
5962,WBGene00029894,1,1,2,1,-1.0,0.0
5963,WBGene00029895,154,26,37,6,2.057333175065952,2.1154772174199357
5964,WBGene00029896,90,83,96,73,-0.09310940439148147,0.18521487246690765
5965,WBGene00029897,706,750,589,652,0.26140054944071955,0.2020186311521657
5966,WBGene00029898,13,5,15,3,-0.20645087746742632,0.7369655941662062
5969,WBGene00029901,160,95,138,68,0.21340363810919336,0.48239276708060835
5970,WBGene00029902,15,4,21,6,-0.4854268271702417,-0.5849625007211563
5971,WBGene00029903,654,744,123,164,2.4106323201588427,2.1816068064899476
5972,WBGene00029904,1488,1125,12,5,6.954196310386875,7.813781191217037
5973,WBGene00029905,1451,1106,145,143,3.32292271405181,2.951264333456318
5974,WBGene00029906,217,204,210,169,0.04730571477835682,0.2715459056893112
5975,WBGene00029907,941,702,75,69,3.649232222232656,3.3468027635263917
5976,WBGene00029908,1,1,4,1,-2.0,0.0
5977,WBGene00029909,4,4,1,5,2.0,-0.3219280948873623
5978,WBGene00029910,988,942,953,925,0.052034827674735606,0.02627369420910876
5980,WBGene00029912,872,898,941,1004,-0.10986658795161044,-0.1609719192096251
5981,WBGene00029913,563,522,1049,942,-0.8978078504970379,-0.8516772530428988
5983,WBGene00029915,1333,1591,581,771,1.1980667116844441,1.0451310704160135
5985,WBGene00029917,12,1,14,2,-0.22239242133644802,-1.0
5986,WBGene00029918,171,62,140,73,0.2885694979409315,-0.2356282484931421
5989,WBGene00029921,160,31,180,10,-0.16992500144231246,1.632268215499513
5991,WBGene00029923,41,2,42,21,-0.03476541816067664,-3.3923174227787602
5992,WBGene00029925,223,97,338,156,-0.5999795363618795,-0.6854893766751207
5994,WBGene00029927,42,15,45,7,-0.0995356735509144,1.0995356735509143
5995,WBGene00029928,1,3,7,2,-2.807354922057604,0.5849625007211562
5997,WBGene00029930,5,1,9,2,-0.84799690655495,-1.0
5998,WBGene00029931,26,7,4,4,2.700439718141092,0.8073549220576041
5999,WBGene00029932,1,1,17,18,-4.087462841250339,-4.169925001442312
6000,WBGene00029934,36,4,73,6,-1.019899557437705,-0.5849625007211563
6001,WBGene00029935,150,65,191,63,-0.3486101375398677,0.04508788952853819
6002,WBGene00029936,80,46,58,41,0.4639470997597903,0.16600995143892933
6003,WBGene00029937,9,4,15,2,-0.7369655941662062,1.0
6005,WBGene00029939,8,3,16,1,-1.0,1.584962500721156
6006,WBGene00029941,18,23,60,20,-1.7369655941662063,0.2016338611696504
6007,WBGene00029942,16,12,5,3,1.6780719051126378,2.0
6009,WBGene00029944,77,47,100,58,-0.3770696490798233,-0.3033921434499348
6010,WBGene00029945,4,1,1,1,2.0,0.0
6011,WBGene00029946,128,127,67,20,0.9339108095422275,2.6667565918848033
6012,WBGene00029947,79,53,76,58,0.05585323473351745,-0.13006054056437286
6013,WBGene00029948,120,132,111,91,0.11247472925841265,0.5365994791597571
6014,WBGene00029949,24,26,111,47,-2.2094533656289497,-0.8541491335365452
6015,WBGene00029950,8,1,1,1,3.0,0.0
6016,WBGene00029951,37,3,17,9,1.1219905243786104,-1.5849625007211563
6017,WBGene00029952,327,42,72,78,2.1832218240557704,-0.8930847960834881
6018,WBGene00029953,32,11,26,16,0.29956028185890793,-0.5405683813627028
6019,WBGene00029954,112,47,116,38,-0.05062607306996795,0.30666133823405195
6020,WBGene00029955,62,47,74,37,-0.2552570552420746,0.3451354860486875
6021,WBGene00029956,32,7,23,11,0.4764380439429871,-0.6520766965796931
6022,WBGene00029958,17,3,9,6,0.9175378398080271,-1.0
6023,WBGene00029959,1,1,8,5,-3.0,-2.321928094887362
6025,WBGene00029961,39,52,45,34,-0.20645087746742632,0.6129768768907526
6026,WBGene00029962,234,83,176,117,0.4109331009461073,-0.4953252882364797
6027,WBGene00029963,56,71,88,128,-0.6520766965796931,-0.8502528804953179
